text_id,token_id,text,sentence_number,token_number
350,3.165_2,9.0,0,"Das Stipendium ist geliehen.   Das erste ist ein staatliches Stipendium-ein BAföG-Darlehen für Studenten und diejenigen, die eine Berufsausbildung absolvieren. Der Empfänger ist verpflichtet, dem Staat nur die Hälfte des zur Verfügung gestellten Betrags zurückzugeben. Das Darlehen ist zinslos,und die Rückzahlung des Darlehens ist 20 Jahre.  Aber das Bafög hängt vom Einkommen der Eltern des Schülers ab: Je höher sie sind, desto geringer ist die Höhe dieses Stipendiums-Darlehens.  Außerdem ist dieses Stipendium vor allem für diejenigen gedacht, die die deutsche Staatsbürgerschaft haben. Aber auch ein Ausländerstudent kann einen Antrag stellen, wenn er eine Reihe von Kriterien erfüllt - zum Beispiel, wenn er eine unbefristete Aufenthaltserlaubnis hat.  Stipendium von Sponsoren.   Um talentierte Jugendliche zu unterstützen, hat die deutsche Regierung 2011 das Programm  Deutschlandstipendium  ins Leben gerufen. An der Finanzierung beteiligen sich der Staat und private Sponsoren. Unabhängig vom Einkommen beträgt die Höhe des Stipendiums 300 Euro im Monat. Die Hälfte-150 Euro-stellt das deutsche Ministerium für Bildung und Forschung zur Verfügung, aber vorausgesetzt, die Hochschulen haben Unternehmen, Stiftungen, ihre ehemaligen Absolventen oder andere  Sponsoren  gefunden, die bereit sind, die zweite Hälfte der Summe zu übernehmen.  Heute beteiligen sich Hochschulen aller 16 Bundesländer an diesem Programm.  Stipendienfonds.   Einige Bundesländer haben ihre eigenen lokalen Stipendienprogramme. Baden-Württemberg bietet insbesondere Ausländern im Rahmen eines Studentenaustausches die Möglichkeit, 3 bis 11 Monate an einer Hochschule in diesem Bundesland zu verbringen und zahlt dabei monatlich zwischen 600 und 1400 Euro. Das Stipendium, das so heißt-Baden-Württemberg-Stipendium, richtet sich an Studierende ausländischer Hochschulen, die Partnerhochschulen in Baden-Württemberg haben. Sie können Unterstützung in einem der Stipendienfonds in Deutschland beantragen. Der bekannteste von ihnen ist der Deutsche Akademische Austauschdienst DAAD.   Studenten, die auf  gut  und  ausgezeichnet  studieren,erhalten ein akademisches Stipendium, Studenten erhalten ein erhöhtes Stipendium. Aber es gibt auch einzelne Verdienststipendien.  Studenten der Bachelor -, Master-und Graduiertenschule PetrGU können an verschiedenen Stipendienprogrammen teilnehmen und Stipendien erhalten:  Präsident der Russischen Föderation -EMPTY-  Regierungen der Russischen Föderation -EMPTY-  Präsident der Russischen Föderation und Stipendien der Regierung der Russischen Föderation für Studenten in Bildungsprogrammen, die den Prioritäten der Modernisierung und technologischen Entwicklung der russischen Wirtschaft entsprechen -EMPTY-   -EMPTY- Republik Karelien -EMPTY-  Oxford  -EMPTY- Russische Stiftung -EMPTY-  Der Wohltätigkeitsstiftung von V. Potanin  -EMPTY- JSC   KSM  -EMPTY-  "
351,3.165_3,10.0,0,"Ich glaube, dass jeder der Zeiten seinen Platz hat.Der Mensch repräsentiert die Bedeutung von Vergangenheit, Gegenwart und Zukunft auf seine eigene Weise.Für jemanden ist das erste wichtig, es basiert darauf, -EMPTY-  alles, was nach der Vergangenheit passiert, ist das Ergebnis der Vergangenheit.Jemand lebt nur in der Gegenwart, ohne an die Vergangenheit oder die Zukunft zu denken, er plant keine Pläne, für ihn ist es wichtig, was ihm jetzt passiert. Jemand träumt immer, denkt an die Zukunft, stellt sie -EMPTY-  vor, überlegt, wie man bestimmte Ziele erreicht. Es gibt keine einheitliche Abwägung von Vergangenheit , Gegenwart und Zukunft für das ganze Land. Selbst innerhalb einer Familie hat jeder seine eigenen Prioritäten.Alles hängt von der Persönlichkeit der Person ab.Wer nicht an die Zukunft glaubt, wird auf  Heute   fixiert sein.Wer glaubt, dass es früher besser war,der will die Vergangenheit zurückgewinnen und gibt ihr mehr Bedeutung.Die anderen schauen nur nach vorne und erwarten, dass sich alles zum Besseren ändert . Für mich persönlich sind das wahrscheinlich gleichwertige Teile. In der Vergangenheit muss man lernen, die gleichen Fehler nicht zuzulassen.Die Gegenwar -EMPTY- t, um jetzt zu handeln und nicht aufzuschieben.Man muss an die Zukunft denken, aber um alles in Ordnung zu bringen, sollte man es jetzt versuchen -EMPTY-  "
352,3.165_5,11.0,0," Freundschaft in China und in Deutschland  Freundschaften in Deutschland und China unterscheiden sich aufgrund der unterschiedlichen Mentalitäten dieser Länder. Es ist zum Beispiel sehr schwierig, sich mit einem Chinesen anzufreunden und eine feste Beziehung zu haben. Ihre Freundschaft muss sehr weit gehen, um als echte Freundschaft bezeichnet werden zu können. Es ist unmöglich, einen Chinesen  -EMPTY- zu treffen und -EMPTY-  danach keine Beziehung zu ihm zu haben und ihn als Freund zu bezeichnen. Ihre Treffen sind formeller, sie konzentrieren sich immer auf wichtige Themen und diskutieren über Lösungen. Was die Freundschaft in Deutschland angeht, so sind die Deutschen recht höflich, aber emotionslos und vielleicht sogar trocken in ihren Gesprächen, aber ich denke, es ist einfacher, mit ihnen Freundschaften zu schließen als mit Chinesen. Manche Menschen betrachten eine andere Person vom ersten Treffen an als Freund, und andere müssen erst einen schwierigen Weg mit ihrem Freund durchlaufen, um zu verstehen, dass er wirklich ihr Freund ist, der ihnen in jeder Situation hilft und sie in Freud und Leid begleitet.  "
353,3.165_6,11.0,0,"Ich glaube, man kann nicht mit Sicherheit sagen, ob es sich lohnt, seine Freizeit zu planen.Unser Leben verändert sich jeden Tag, und vielleicht ist das, was du geplant hast, morgen unmöglich umzusetzen. Manchmal lohnt es sich, wenigstens eine Vorstellung davon zu haben, wie du deine Freizeit verbringen willst.Zum Beispiel ins Kino gehen, Freunde treffen.Es ist besser, diese Ereignisse im Voraus zu besprechen, um den Tag und die Uhrzeit zu bestimmen, da es in der modernen Welt sehr schwierig ist, freie Zeit zu finden, und man muss etwas opfern. Es ist nicht notwendig, überhaupt keine Pläne zu machen, da Sie einen Tag verschwenden können.Aber manchmal ist es sogar gut, wenn du nirgendwohin eilen musst, du nicht zeitlich begrenzt bist und es so verwalten kannst, wie du es willst.An solchen Tagen spürst du, dass du dich ausruhst.Du kannst nur zum Mittagessen aus dem Bett aufstehen oder den ganzen Tag unter der Decke liegen, Filme gucken, lecker essen und an nichts denken. Aber wenn Sie sich dennoch entscheiden, Ihre Freizeit sinnvoll und in angenehmer Gesellschaft zu verbringen, sollten Sie dies benachrichtigen, damit Sie dann nicht alleine mit sich selbst sind. "
354,3.165_7,10.0,0,"Der Feminismus hat den Frauen mehr geschadet als genutzt.    Feminismus ist eine politische Bewegung, deren Ziel es ist, Frauen für gleichberechtigte Rechte mit Männern zu kämpfen.   Der Begriff entstand Anfang des 19. Jahrhunderts. Anfangs wurde unter ihm die Gesamtheit traditionell weiblicher, feministischer Merkmale verstanden und  -EMPTY- Männlichkeit entgegengesetzt. Jahrhunderts erschien das Wort  Feministin  - so wurden die Aktivistinnen der suffragistischen Bewegung genannt, und das Wort  Feminismus  gewann allmählich die uns übliche Bedeutung.    Auf der einen Seite sind wir alle Menschen und wollen die gleichen Rechte haben, sich aus irgendwelchen Gründen nicht von anderen unterscheiden.Auf der anderen Seite ist es seit langem so, dass ein Mann in der Familie der Hauptmann ist, er ist ein Ernährer und er löst auch alle wichtigen Fragen.Dann stellt sich die Frage, warum will eine Frau etwas übernehmen, mit dem ein Mann perfekt umgehen kann?Schließlich hat sie andere Hausaufgaben, also lass sie mit ihnen umgehen.    Ich verstehe Frauen nicht ganz , die alles selbst machen wollen.Warum braucht man dann Männer?   Bis zu einem gewissen Grad ist es möglich, dass Frauen Gerechtigkeit erreichen konnten .Aber meiner Meinung nach gibt es hier mehr Schaden als Nutzen.Dazu gehören auch ständige Streitigkeiten und Konflikte zu diesem Thema.    Ich glaube also, dass es richtig ist, die Rechte und Pflichten von Männern und Frauen zu teilen, aber man sollte nicht ausschließen, dass es keinen Mann gibt, und dann muss die Frau alles selbst tun, einschließlich dessen, was der Mann tun sollte. "
355,3.165_8,5.0,0,"  Kriminalität zahlt sich nicht aus        Es gibt so ein Sprichwort  -EMPTY-  Verbrechen zahlt sich nicht aus , was bedeutet,dass Menschen glauben, dass Kriminelle immer sie werden für ihre Verbrechen bestraft. Leute,begehen eines Verbrechens,  sie müssen verstehen, dass sie erwischt und bestraft werden.  Es wird angenommen, dass diese Aussage von  viktorianischer Zeit -EMPTY- . Es wurde verwendet -EMPTY-  um die Briten nicht zu besiegen in illegale eingreifen  situationen, da egal -EMPTY-   -EMPTY- wie viele es wird Zeit brauchen, sie werden ihre Strafe bekommen.  Dieser moralische Grundsatz sollte reduziert werden  Kriminalitätsrate.Soweit ich weiß, erhalten die Täter  Verdiensten. Auch wenn sie nicht vor Ort erwischt werden verbrechen oder auf frischer Tat ertappt, und sie werden es sein für eine lange Zeit mit den Händen gehen,sie werden auf jeden Fall erscheinen  Justiz. Manchmal leiden sie unter Gefühlen  schuld im Laufe seines Lebens. Ich habe viel gesehen  filme, in denen Bösewichte zum Polizisten kamen  grundstück und bekannte sich schuldig oder  -EMPTY- was-  das Schlechte ist  -EMPTY- ihnen oder ihren Freunden passiert und Verwandten.  Ich stimme dieser Aussage zu. Welches  das Verbrechen kann nicht gerechtfertigt werden. Jeder  die Person, die des Verbrechens schuldig ist,  muss zu einer angemessenen verurteilt werden  Strafe.       Die finanzielle Entlohnung eines Menschen sollte dem Beitrag entsprechen, den er/sie für die Gesellschaft geleistet hat.    In der Wirtschaftstheorie gibt es zwei Hauptkonzepte, um die Art der Löhne zu bestimmen:    a) Löhne sind der Preis der Arbeit. Seine Größe und Dynamik werden unter dem Einfluss von Marktfaktoren und in erster Linie von Angebot und Nachfrage gebildet;    b) Löhne sind der monetäre Ausdruck des Wertes einer Ware  Arbeitskraft  oder  die umgewandelte Form des Wertes einer Ware Arbeitskraft . Ihr Wert wird durch die Produktionsbedingungen und Marktfaktoren bestimmt - Angebot und Nachfrage, unter deren Einfluss die Lohnabweichung von den Arbeitskosten abhängt.   In dieser Frage ist uns die zweite Definition näher, die wir zu der Gleichung führen werden –  der Beitrag einer Person zur Entwicklung der Gesellschaft -EMPTY-  = die finanzielle Vergütung (Löhne) dieser Person.   Auf den ersten Blick ist alles so – Sie haben für eine Änderung in der Fabrik  Norm  von 10 Produkten gemacht – erhalten Sie das entsprechende Gehalt. Sie haben 100 Laibe an einem Arbeitstag gebacken und den festgelegten Standard überschritten – Sie erhalten ein Gehalt, das höher ist -EMPTY-  als üblich. Nahm alle Lektionen pro Monat nach einem festen Zeitplan oder Ersatz nahm – sich Ihr Gehalt, die Ihnen im Rahmen des Arbeitsvertrags.   Aber wie geht man mit Arbeitern um, deren Arbeit nicht dem Standardkalkül entspricht? Wie berechnet man die Arbeitskosten von Künstlern, Choreografen, Komponisten, Schriftstellern? Wie beurteilen Sie ihren Beitrag zur Entwicklung der Gesellschaft im Hier und Jetzt? Eine große Anzahl von Schöpfern blieb bis zu ihrem Tod unerkannt, wurde aber nach kurzer Zeit zu einer nationalen Würde. Ein radikal anderes Beispiel, in dem Kunst keine Neuheit, sondern eine Sekundäre wird. In welcher Höhe kann man die Arbeit eines Künstlers bewerten, der die Werke anderer professionell neu zeichnet? Trägt er zur Entwicklung der Gesellschaft bei oder nicht? Macht er Plagiate oder Popularisierung?   Frage der finanziellen Vergütung für die Arbeit besonders schwer, steht in den sozialen, als mit allen Mitteln unterstützt festes Gehalt, dass Reiniger, dass die Verkäuferin, dass die Lehrer. Natürlich kann man lange darüber nachdenken, dass ihre Arbeit nicht gleich ist und anders bewertet werden muss, aber heute sehen wir, dass dies unter modernen Bedingungen fast unmöglich ist.   Die Zeit vergeht, Ansichten ändern sich, Geschmäcker, Kritiker kommen und gehen, etwas wird modisch, und etwas wird als Mauveton betrachtet. Eines können wir sicher sagen: Es ist unmöglich, den Beitrag eines Menschen zur Entwicklung der Gesellschaft gleichzeitig zu bewerten, da Die meisten Berufe eine Perspektive in einem nicht sofortigen Ergebnis voraussetzen. "
356,3.166_1,10.0,0,"Welches Deutsch spachigen Land möchte ich besuchen Wenn ich genug Geld hätte, würde ich gerne Deutschland besuchen. Ohne Geld ist es jetzt nirgendwo, erst recht in Deutschland, da die Landeswährung dort Euro ist, und es ist für uns, Russen, sehr teuer. Auf die Frage  Warum möchte ich Deutschland besuchen?  würde ich so antworten – erstens, weil ich Deutsch studiere. Ich würde sehr gerne mit einem Muttersprachler sprechen – so würde ich alle meine Kenntnisse in der Praxis verwenden. Außerdem möchte ich die Heimat einer meiner beliebtesten Musikgruppen besuchen – im Jahre 1994 gründete sich die Band Rammstein in Berlin. Ich lernte diese Musikgruppe schon als Kind kennen, als Papa sie auf Kolumnen hörte. Drittens, möchte ich Deutschland besuchen, weil meine Freundin dort ihren Freund besucht. Sie schickte mir Fotos, und ich mochte seine Siedlung in Frankfurt am Main sehr. Vor kurzem schrieb sie mir, dass Deutschland wirklich in Siedlungen aufgeteilt ist, wie ich es ihr erzählt habe. Es ist erstaunlich, dass ich es selbst noch nicht gesehen habe. Ich würde gerne den Weihnachtsmarkt besuchen und Stollen probieren, man sagt, es ist sehr lecker und ähnelt Muffins. Da ich mich nicht nur im Studium für Deutsch interessiere, möchte ich auch einige deutsche Dialekte hören, zum Beispiel, Schwäbische. Ich frage mich, ob die Deutschen wirklich pünktlich sind. Ich würde es gerne wissen, und auch, ob sie wirklich die Stille nach dem 22.00 -EMPTY-  halten und eine Aussage an den Nachbarn schreiben können, wenn er etwas Schlechtes tut. Ich würde gerne viele Geschenke für meine Verwandten kaufen, zum Beispiel, für meine Eltern würde ich einen Gartenzwerg kaufen. Von den Sehenswürdigkeiten würde ich den Kölner Dom, das Schloss Neuschwanstein und das Brandenburger Tor besuchen, die weltbekannt sind. Ich würde auf jeden Fall einen Spaziergang in den Schwarzwald oder in den Teutoburger Wald machen, wo es sehr viele Wege gibt. Wenn ich mit meinem Freund nach Deutschland besuche, dann besuchen wir den Teutoburger Wald, da es eine Schlacht der germanischen Stämme mit den Römern gab und er sich der römischen Geschichte hinreißt. Von den Getränken würde ich gerne Glühwein probieren, besonders, wenn ich zu Weihnachten nach Deutschland sei. Ich war noch nie auf das Massenfest, deshalb würde ich gerne das Oktoberfest besuchen. Deshalb würde ich gerne nach Deutschland fahren! "
357,3.167_1,10.0,0," Welches deutschsprachige Land möchte ich besuchen?  Warum will ich besonders Deutschland besuchen? Darauf gibt es mehrere Antworten. Die erste ist, dass die deutsche Städte, wie zum Beispiel Bonn und Weimar, für mich von großem Interesse sind.  Ich möchte Bonn besuchen, weil sich in dieser Stadt die Beethovenhalle befindet. Beethovenhalle ist Sitz des Beethoven Orchester Bonn, der als ein wichtiger Bestandteil des kulturellen Lebens der Bundesstadt Bonn gilt.  Jedes Jahr finden in der Beethovenhalle viele Konzerte, Gastspiele, Karnevalssitzungen, Partys und Bälle -EMPTY- , und ich träume davon, um ein Konzert des Beethovenfestes zu besuchen. Ich denke, dass die beste Zeit des Jahres, um Bonn zu besuchen, der Frühling ist, denn im April kann ich die einzigartige Kirschblütenatmosphäre in der Bonner Altstadt genießen.  Wenn ich im Frühjahr das Glück habe, Bonn zu besuchen, werde ich ein Fahrrad mieten um die Straßen der Altstadt zu erkunden.  Ich würde viele Fotos machen, aber am liebsten würde ich eine Landschaft im Freien malen und einen Zeichenurlaub machen. Da ich sehr von der Natur inspiriert bin, würde ich die Gelegenheit nicht verpassen, entlang Rheinsteig zu wandern.  Der Rheinsteig ist ein Wanderweg, der auf einem erhöhten Pfad entlang des östlichen Rheinufers in Deutschland verläuft.  Einer der bekanntesten Storms Deutschlands, der Rheinsteig, liegt zwischen Bonn, Koblenz und Wiesbaden und führt zu Wäldern,Weinbergen und spektakulären Ausbliken.  Während meiner Wanderung entlang Etappe Bad Honnef – Linz würde ich  die gotischen Schlösser bewundern, zum Beispiel die Burg Ockenfels, weil die Aussicht von der vor der Burg gelegenen Wiesen atemberaubend ist.  Neben Bonn und der Umgebung möchte ich auch Weimar besuchen, der weltberühmt durch die Epoche der deutschen Klassik an der Wende vom 18. zum 19. Jahrhundert ist.   Am liebsten würde ich in Weimar die Bibliothek von Herzogin Anna Amalia besuchen, die eine reiche Sammlung von Büchern über die Geschichte der europäischen Literatur und Kultur mit besonderem Schwerpunkt auf die Epoche zwischen 1750 und 1850 enthält. Als Archiv- und Forschungsbibliothek verfügt die Herzogin Anna Amalia Bibliothek über Sammlungen vom 9. bis zum 21. Jahrhundert, und ich finde es erstaunlich, dass eine solche Fundgrube an Wissen öffentlich ist. Für Besucher und Forscher zur Verfügung stehen thematische Sammlungen wie die zu Faust, die Bibliotheken der Deutschen Shakespeare- und Dante-Gesellschaft oder zum Thema Buchenwald.  Neben die  Stammbücher und mittelalterliche Handschriften kann man dort -EMPTY-  historischen Drucke der Reformation, sondern auch Musikalien, Landkarten und Globen beobachten, durch die ein umfassendes Eintauchen in die historische Epoche erfolgt.  Nach einem Ausflug in die Herzogin Anna Amalia Bibliothek würde ich den Abend bei einer Aufführung in dem Deutschen Nationaltheater und Staatskapelle Weimar verbringen, deren Institution das Musiktheater und die Sprechbühne Deutsches Nationaltheater, sowie das Orchester Staatskapelle Weimar vereint.   Am liebsten würde ich eine Eintrittskarte für  Ring des Nibelungen” von Vagner kaufen, der einen Zyklus von 4 epischen Opern ist, die auf Rekonstruktionen der deutschen Mythologie basieren.  Die melodische Eigenschaft jedes Charakters, eines wichtigen Gegenstandes oder Ereignisses des Zyklus basiert auf einer einzigartigen musikalischen Phrase, und die vier Opern des Zyklus bilden ein Ganzes, obwohl sie in Stimmung und Genre sehr unterschiedlich sind– es gibt sowohl Lyrik als auch Romantik, Heldentum und Tragödie. Ich möchte diesen Opernzyklus hören, um eine persönliche Meinung darüber zu bilden, weil es gesagt wird, dass dieser Werk für den Zuhörer entweder eine Qual oder eine mystische Offenbarung wird.  Abschließend möchte ich sagen, dass Deutschland der Traum für Touristen ist, da es in diesem Land die Möglichkeit gibt, die Natur zu bewundern, einen Ausflug in die Geschichte zu machen und kulturelle Freizeit zu verbringen.  Die Quellen: https://www.beethovenhalle.de/die-beethovenhalle/veranstaltungen-im-herzen-bonns.html https://www.klassik-stiftung.de/herzogin-anna-amalia-bibliothek/sammlungen/ https://www.rheinsteig.de/rheinsteig "
359,3.171_1,11.0,0,"Alla Galstian, 153 Gruppe
Diskussionsfragen
- Mein erster Eindruck vom Helden ist sehr gemischt. Erstens ist es schwierig, Eindrücke zu erstellen, wenn der Erzähler auch Eindrücke über die Hauptfigur erstellt. Zweitens schien mir Harry eine scheue und traurige Person zu sein. Es ist eine Schande, dass solch weiser und gebildeter Mensch keine Freunde hat oder einfach niemanden, mit dem er sprechen kann, und manchmal findet er Trost in Alkohol. Um ehrlich zu sein, erinnerte mich dieser Held an  Martin Eden  aus dem Buch von Jack London, das gleiche geistige und mysteriöse.

- Ich denke, wie Haller zu Beginn im Buch vorgestellt wird, hat der Leser eine Vorstellung von ihm. Harry ist ein alter Mann, 50 Jahre alt. Er ist krank, aber nicht nur körperlich, sondern auch geistig. Dies ist ein einsamer Mann, der gerne viel liest und denkt. Er selbst versteht, dass seine Gedanken ihn ruinieren. Er ist in sich geschlossen, aber höflich und freundlich.

- Lassen Sie mich annehmen, dass er nicht aus einer wohlhabenden Familie stammt. Ich denke, dass er selbst die Welt um ihn herum und die Wissenschaft studiert und kennengelernt hat. Ich denke, da er nur 9-10 Monate bei ihnen gelebt hat, bedeutet das, dass er viel reist. Vielleicht versucht Haller, sich selbst zu finden oder die Welt weiter kennenzulernen.
"
360,3.171_10,10.0,0,"4) Diskussionsfragen: 	Wie kann man den Traum von Harry interpretieren? Wie verhält sich Harry zu Goethe? Was ist der Grund ihres Streites? Harry hatte einen sehr seltsamen Traum. Vielleicht symbolisiert er die Worte seiner neuen Bekanntschaft, dass er das Leben sehr ernst nimmt und die Zeit, in der er lebt, überschätzt. Und es war Goethe, der von ihm träumte, weil er eine Autorität für Harry ist, seinen geliebten und angesehenen Schriftsteller und Aktivisten. Die Tatsache, dass Goethe so fröhlich und sorglos war, traf Harry sehr, weil er ein völlig anderes Bild in seinem Kopf hatte. Was den Skorpion betrifft, der zuerst versuchte, Harry zu stupsen, damit er keine Angst mehr hatte. Und dann das Bein in der Kiste, das ihn sehr anzog, ihn aber gleichzeitig erschreckte. Ich denke, das bedeutet, dass Molly Harry süchtig gemacht hat. An diesem Abend war sie ihm sehr wichtig.   	Womit vergleicht die neue Bekannte von Harry seine Abneigung des Bildes von Goethe? Sie vergleicht Harrys Abneigung gegen Goethes Porträt mit ihrer Abneigung gegen Heilige. Sie mag auch die Bilder ihrer  geliebten Heiligen  nicht, sie findet sie betrügerisch, falsch und unangenehm. Im Gegensatz zu Harry erkennt sie jedoch, dass dies nur ihre Bilder sind und dass andere Menschen und insbesondere ihre geliebten Heiligen schreckliche Bilder haben könnten. Deshalb erscheint sie dem Leser als normale gewöhnliche Person.  	Beschreiben Sie die neue Bekannte von Harry? Warum ist sie für den Steppenwolf so wichtig? Das ist ein junges Mädchen. Sie ist schlank und klein. Sie hat eine kleine, süße und freundliche Stimme, sehr liebevoll und fürsorglich wie ihre Mutter. Sie ist sehr gut im Leben und sie ist auch eine großartige Zuhörerin. Vielleicht könnte man sie als Flirt bezeichnen, aber sie wusste sofort, was Harry brauchte. Für Harry war es wichtig, weil er sein ganzes Leben allein war und hier nach dem Vorfall mit dem Professor. Als Harry das Bild absolut nicht mochte, drückte er alles aus und rannte weg, er brauchte Unterstützung, weil er sich mies und schrecklich fühlte. Außerdem wollte er etwas sagen, damit es in seiner Seele leichter und wärmer wurde. Und der neue Bekannter hat das sofort verstanden. Ein neuer Bekannter war seine Hoffnung auf ein normales Leben. Sie schien ihm zu helfen, belebte ihn wieder und ließ ihn über interessante Dinge nachdenken. Sie zeigte ihm, dass er selbst auf seinen seltsamsten Reisen überhaupt nicht allein ist und keine unverständliche, schmerzhafte Ausnahme darstellt, dass er Brüder und Schwestern hat, dass er verstanden wird. "
361,3.171_11,10.0,0," 1.	Diskussionsfragen  	Was sagt Harry über den Krieg? Wie sind Kriege möglich, wenn keiner  Mensch das Elend des Kriegs erleben möchte? Die Menschen verstehen nicht, dass all ihre Handlungen genau zum Krieg führen. Die Leute lesen gedankenlos Zeitungsartikel, anstatt sich eine Stunde Zeit zu nehmen und darüber nachzudenken, wie hart und grausam der Krieg wirklich ist. Jeder Mensch und jede Nation sollte diesen Gedanken verwirklichen. Harry hat gesagt -EMPTY-    jedes Volk und sogar jeder einzelne Mensch müsse, statt sich mit verlogenen politischen  Schuldfragen  in Schlummer zu wiegen, bei sich selber nachforschen, wie weit es selbst durch Fehler, Versäumnisse und üble Gewohnheiten mit am Kriege und an allem ändern Weltelend schuldig sei, das sei der einzige Weg, um den nächsten Krieg vielleicht zu vermeiden . 	Wie schätzt Harry Haller die Rolle von Massenmedien im Gesellschaftsleben? Kann man dem Nachdruck von Massenmedien widerstehen? Machen Sie Parallele mit der heutigen Situation. Was hat sich geändert?  Die Medien gelten als vierte Macht, da sie einen Menschen und sein Denken stark beeinflussen. Das in jenen Tagen, dass jetzt nichts geändert hat. Harry liest keine Zeitungen, aber sein Gefolge und sogar Hermine lesen Zeitungen. Er hält es für Zeitverschwendung und behandelt sie negativ. In unserer Zeit hat der Einfluss der Medien zeitweise zugenommen. Leider gehorchen sie in unserem Land immer noch den Behörden und werden zensiert. In Amerika  -EMPTY- zum Beispiel -EMPTY-  können sich die Medien nach Belieben ausdrücken und sagen und schreiben, was sie wollen. Darüber hinaus hört und sieht eine Person mit dem Aufkommen des Internets ständig und von überall Nachrichten, auch ohne es zu bemerken. 	Im Gespräch mit Harry sagt Hermina:  Es ist viel flacher, Harry, wenn du für etwas Gutes und Ideales kämpfst und nun meinst, du müssest es auch erreichen. Sind denn Ideale zum erreichen da?  Äußern Sie Ihre eigene Meinung. Was würden Sie Hermina erwidern?  Gibt es ein Ideal? Das ist eine gute Frage! Ich weiß mit Sicherheit, dass jeder seine eigenen  -EMPTY- hat. In jedem Fall muss eine Person Ziele im Leben setzen und diese erreichen, damit das Leben nicht bedeutungslos erscheint. Wenn wir ein Ziel erreichen, setzen wir außerdem ein neues, höheres und komplexeres. Das ist es, was sinnvoll ist, ständig nach etwas Besserem zu streben und um Ihren Platz in der Sonne zu kämpfen. 	Beschreiben Sie Pablo. Wie stellen Sie sich ihn vor? Wie gefällt er Ihnen? Warum?  Pablo ist ein sehr attraktiver dunkelhäutiger junger Mann. Er kann ein bisschen verschiedene Sprachen sprechen und Musikinstrumente spielen. Musik ist seine Leidenschaft. Für Harry schien es jedoch leer und uninteressant zu sein. Könnte es an Eifersucht liegen? Als Pablo jedoch am Ende sagte, dass Harry eine arme, unglückliche Person ist, die nicht weiß, wie man lächelt -EMPTY- . In diesem Moment schien mir Pablo ein netter junger Mann zu sein. Die Menschen im Süden verstehen die Menschen immer besser. Er verstand alles, was Harry fühlte, ohne mit ihm zu sprechen, sondern nur indem er in seine Augen sah. "
